"HostName";"Version";"Build";"Manufacturer";"Model";"vCenterServer";"SerialNumber";"Cluster";"ClusterNotes";"BootTime";"PowerState";"ConnectionState";"IpAddress";"SubnetMask";"DefaultGateway";"vMotionIPv4Address";"vMotionSubnetMask";"DnsServer";"SearchDomain";"MacAddress";"PhysicalLocation";"Notes";"VMs"
"esxi562.tinu.classic.ch";"7.0.3";"21930508";"Quanta Computer Inc";"D51B-2U (dual 1G LoM)";"vcsa010e.tinu.classic.ch";"QTFCJ05380747";"s5xx701p-Orange-Temp";"";"2023-07-31 21:19:39";"PoweredOn";"Connected";"172.19.201.72";"255.255.255.0";"172.19.201.1";"192.168.51.220";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"7c:fe:90:23:75:5a";"DCSG";"";"3"
"esxi581.tinu.classic.ch";"7.0.3";"21930508";"Quanta Computer Inc.";"D51B-2U (dual 1G LoM)";"vcsa010e.tinu.classic.ch";"QTFCJ061201D9";"s5xx701p-Orange-Temp";"";"2023-07-07 14:35:31";"PoweredOn";"Connected";"172.19.201.221";"255.255.255.0";"172.19.201.1";"192.168.51.221";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"54:ab:3a:61:d3:32";"DCEN";"";"3"
"esxi562.tinu.classic.ch";"7.0.3";"21930508";"HP";"ProLiant DL380p Gen8";"vcsa010e.tinu.classic.ch";"CZ34205X9D";"s5xx701p-Orange-Temp";"";"2023-08-02 20:35:38";"PoweredOn";"Maintenance";"172.19.201.62";"255.255.255.0";"172.19.201.1";;;"172.19.213.21";"tinu.classic.ch";"40:a8:f0:2a:25:78";"DCSG";"";
"esxi564.tinu.classic.ch";"6.5.0";"17097218";"HP";"ProLiant DL380 Gen9";"vcsa010e.tinu.classic.ch";"CZJ542078K";"s5xx701p-Orange-Temp";"";"2023-07-28 14:22:45";"PoweredOn";"Maintenance";"172.19.201.64";"255.255.255.0";"172.19.201.1";;;"172.19.213.21";"tinu.classic.ch";"94:57:a5:6c:76:e4";"DCSG";"";
"esxi567.tinu.classic.ch";"6.5.0";"20502893";"HP";"ProLiant DL380p Gen8";"vcsa010e.tinu.classic.ch";"CZ24370CS3";"s5xx701p-arl-Temp";"";"2022-12-23 18:16:12";"PoweredOn";"Connected";"172.19.201.67";"255.255.255.0";"172.19.201.1";"192.168.48.67";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"e8:39:35:14:5b:a8";"DCEN";"";"3"
"esxi558.tinu.classic.ch";"6.5.0";"20502893";"HP";"ProLiant DL380p Gen8";"vcsa010e.tinu.classic.ch";"CZ2334035M";"s5xx701p-arl-Temp";"";"2023-01-06 13:35:55";"PoweredOn";"Connected";"172.19.201.58";"255.255.255.0";"172.19.201.1";"192.168.48.58";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"e8:39:35:14:5b:95";"DCSG";"";"7"
"esxi557.tinu.classic.ch";"6.5.0";"20502893";"HP";"ProLiant DL380p Gen8";"vcsa010e.tinu.classic.ch";"CZ2334035N";"s5xx701p-arl-Temp";"";"2023-01-06 15:50:53";"PoweredOn";"Connected";"172.19.201.57";"255.255.255.0";"172.19.201.1";"192.168.48.57";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"00:26:55:e5:92:6d";"DCEN";"";"4"
"esxi568.tinu.classic.ch";"6.5.0";"20502893";"HP";"ProLiant DL380p Gen8";"vcsa010e.tinu.classic.ch";"CZ24370CS4";"s5xx701p-arl-Temp";"";"2023-01-12 21:08:11";"PoweredOn";"Connected";"172.19.201.68";"255.255.255.0";"172.19.201.1";"192.168.48.68";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"00:26:55:e5:92:15";"DCSG";"";"9"
"esxi991.tinu.classic.ch";"7.0.3";"20842708";"HP";"ProLiant DL380 Gen9";"vcsa010e.tinu.classic.ch";"CZJ64102BQ";"s5xx701p-arl";"";"2023-07-31 19:33:38";"PoweredOn";"Maintenance";"172.19.201.201";"255.255.255.0";"172.19.201.1";"192.168.48.201";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"94:18:82:0a:a6:84";"DCEN";"";"1"
"esxi992.tinu.classic.ch";"7.0.3";"20842708";"HP";"ProLiant DL380 Gen9";"vcsa010e.tinu.classic.ch";"CZJ64202ZL";"s5xx701p-arl";"";"2023-07-31 19:40:43";"PoweredOn";"Connected";"172.19.201.202";"255.255.255.0";"172.19.201.1";"192.168.48.202";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"e0:07:1b:f3:2c:74";"DCSG";"";"1"
"esxi792.tinu.classic.ch";"7.0.3";"20842708";"HP";"ProLiant DL380 Gen9";"vcsa010e.tinu.classic.ch";"CZJ64202ZK";"s5xx701p-arl";"";"2023-07-31 20:50:19";"PoweredOn";"Connected";"172.19.201.102";"255.255.255.0";"172.19.201.1";"192.168.48.102";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"94:18:82:00:c1:94";"DCSG";"";
"esxi791.tinu.classic.ch";"7.0.3";"20842708";"HP";"ProLiant DL380 Gen9";"vcsa010e.tinu.classic.ch";"CZJ64102BP";"s5xx701p-arl";"";"2023-07-31 20:59:54";"PoweredOn";"Connected";"172.19.201.101";"255.255.255.0";"172.19.201.1";"192.168.48.101";"255.255.255.0";"172.19.213.15,172.19.213.21";"tinu.classic.ch";"e0:07:1b:f3:e8:b0";"DCEN";"";"1"
"esxi783.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ28160DGF";"s5xx701p-vsn";"";"2023-05-11 16:20:45";"PoweredOn";"Connected";"172.19.201.83";"255.255.255.0";"172.19.201.1";"192.168.51.83";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"d0:67:26:d1:a4:06";"DCEN";"";"29"
"esxi981.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ20020L39";"s5xx701p-vsn";"";"2023-05-12 14:03:06";"PoweredOn";"Connected";"172.19.201.181";"255.255.255.0";"172.19.201.1";"192.168.51.181";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"94:40:c9:24:95:92";"DCEN";"";"12"
"esxi781.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ20020L38";"s5xx701p-vsn";"";"2023-05-12 13:52:01";"PoweredOn";"Connected";"172.19.201.81";"255.255.255.0";"172.19.201.1";"192.168.51.81";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"94:40:c9:24:95:5c";"DCEN";"";"19"
"esxi982.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ28160DG8";"s5xx701p-vsn";"";"2023-05-04 13:13:00";"PoweredOn";"Connected";"172.19.201.182";"255.255.255.0";"172.19.201.1";"192.168.51.182";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"d0:67:26:d1:a3:4c";"DCSG";"";"14"
"esxi983.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ28160DG7";"s5xx701p-vsn";"";"2023-05-11 16:22:30";"PoweredOn";"Connected";"172.19.201.183";"255.255.255.0";"172.19.201.1";"192.168.51.183";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"d0:67:26:d1:a4:30";"DCEN";"";"27"
"esxi782.tinu.classic.ch";"7.0.3";"20842708";"HPE";"ProLiant DL380 Gen10";"vcsa010e.tinu.classic.ch";"CZ28160DGG";"s5xx701p-vsn";"";"2023-05-04 13:08:21";"PoweredOn";"Connected";"172.19.201.82";"255.255.255.0";"172.19.201.1";"192.168.51.82";"255.255.255.0";"172.19.213.21,172.19.213.15";"tinu.classic.ch";"d0:67:26:d1:a3:b8";"DCSG";"";"28"
